@relation segment0

@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}

@data
121,112,9,0,0,2.388889,1.769076,0.5,0.278887,23.703703,19.444445,32.333336,19.333334,-12.777778,25.88889,-13.111111,32.333336,0.409544,-2.085248,negative
4,189,9,0,0,2.055556,3.885185,11.722221,114.59634,26.444445,23.444445,33,22.88889,-9,19.666666,-10.666667,33,0.271473,-2.101002,negative
144,118,9,0,0,0.555556,0.385185,0.666667,0.4,6.444445,7.555555,8.111112,3.666667,3.333333,5,-8.333333,8.444445,0.56433,-1.134543,positive
220,61,9,0,0,0.277778,0.136083,0.555556,0.272165,6.888889,4.555555,12,4.111111,-7,15.333333,-8.333333,12,0.655892,-2.039459,negative
205,190,9,0,0,1.277777,0.998145,1.611111,1.123816,49.48148,44.77778,60.666668,43,-14.111111,33.555557,-19.444445,60.666668,0.290788,-1.987599,negative
222,244,9,0.111111,0,2.944444,0.640741,2.277778,2.151852,10.37037,9.666667,9.777778,11.666667,-2.111111,-1.777778,3.888889,11.888889,0.226482,2.32339,negative
137,182,9,0,0,1.833333,3.855555,3.611111,9.218522,34.925926,31.444445,42.88889,30.444445,-10.444445,23.88889,-13.444445,42.88889,0.285756,-2.001125,negative
68,198,9,0,0.111111,2.888889,2.88033,3.055555,2.870668,58.074074,51.444443,71.888885,50.88889,-19.88889,41.444443,-21.555555,71.888885,0.291301,-2.064888,negative
90,134,9,0,0,0.388889,0.018519,0.944444,0.151852,2.111111,1,4.666667,0.666667,-3.333333,7.666666,-4.333334,4.666667,0.881481,-2.013143,negative
236,77,9,0,0,22.166666,15.472914,7.722223,8.373016,32.77778,30.222221,37.666668,30.444445,-7.666666,14.666667,-7,37.666668,0.225243,-2.12336,negative
19,63,9,0,0,1.277778,1.574073,2.111111,3.096295,20.925926,19.666668,27.777779,15.333333,-3.777778,20.555555,-16.777779,27.777779,0.44725,-1.72683,positive
57,199,9,0,0,3.833334,2.647851,6.388889,3.466775,54.962963,47.88889,69.22222,47.77778,-21.222221,42.77778,-21.555555,69.22222,0.317006,-2.084754,negative
180,97,9,0,0,0.944443,0.329631,1,0.666667,134.37038,126.55556,145.44444,131.11111,-23.444445,33.22222,-9.777778,145.44444,0.12985,-2.346234,negative
37,103,9,0,0,1.777778,2.12568,2.944445,3.421609,3.851852,1.888889,6.222222,3.444444,-5.888889,7.111111,-1.222222,6.222222,0.799074,-2.497929,negative
62,123,9,0,0,0.444444,0.207407,0.5,0.122222,5.814815,7.555555,6.666666,3.222222,5.222222,2.555556,-7.777778,7.555555,0.573413,-0.837598,positive
124,113,9,0,0,0.388889,0.389682,0.277778,0.327731,0.962963,0,2.777778,0.111111,-2.888889,5.444445,-2.555556,2.777778,1,-2.123254,negative
139,121,9,0,0,1.055556,0.418519,1.166667,0.833334,3.703704,0.777778,7.777778,2.555556,-8.777778,12.222222,-3.444444,7.777778,0.907407,-2.351514,negative
116,54,9,0,0,0.611112,0.443054,1.722223,0.928958,108.85185,96.77778,126.111115,103.666664,-36.22222,51.77778,-15.555555,126.111115,0.232219,-2.33633,negative
130,32,9,0,0,1.111111,1.047041,0.833334,0.836659,59.48148,54.22222,70.88889,53.333332,-15.777778,34.22222,-18.444445,70.88889,0.249001,-2.042422,negative
106,193,9,0,0,1.055556,0.952579,0.888889,0.620633,14.444445,11.666667,12.555555,19.11111,-8.333333,-5.666666,14,19.11111,0.388863,2.210055,negative
26,82,9,0,0,1.555555,0.474074,2.111111,4.385186,5.592593,1.777778,10.222222,4.777778,-11.444445,13.888889,-2.444444,10.222222,0.843607,-2.451983,negative
183,153,9,0,0,5,12.266663,3,6.888892,28,21.333334,38.77778,23.88889,-20,32.333332,-12.333333,38.77778,0.447745,-2.242741,negative
23,129,9,0,0,0.5,0.077778,0.388889,0.151852,0.518518,0,1.555556,0,-1.555556,3.111111,-1.555556,1.555556,0.777778,-2.094395,negative
204,116,9,0,0,1.055556,1.262963,1.055556,1.440741,2.185185,0.333333,5.111111,1.111111,-5.555555,8.777778,-3.222222,5.111111,0.96142,-2.24908,negative
234,58,9,0,0,1.166668,0.388888,1.000001,0.533334,93.14815,77.333336,118.77778,83.333336,-47.444443,76.888885,-29.444445,118.77778,0.348863,-2.246316,negative
191,165,9,0,0,0.333333,0.177778,2.444444,1.140741,14.296296,12,14.111111,16.777779,-6.888889,-0.555556,7.444445,17.555555,0.318129,2.593543,negative
48,85,9,0,0,3.111111,13.451853,2.055556,6.862964,4.296296,1.333333,8.888889,2.666667,-8.888889,13.777778,-4.888889,8.888889,0.885825,-2.271544,negative
217,148,9,0,0,2.055556,2.551854,1.055555,0.507408,29.074074,21.444445,41.555557,24.222221,-22.88889,37.444443,-14.555555,41.555557,0.483771,-2.237972,negative
42,135,9,0,0,0.388889,0.151852,0.444444,0.162963,2.407408,1.333333,5.111111,0.777778,-3.222222,8.111111,-4.888889,5.111111,0.849735,-1.972186,negative
75,59,9,0,0,1.055555,0.774073,2.944445,2.55185,25.074074,22.333334,34.333336,18.555555,-8.222222,27.777779,-19.555555,34.333336,0.459427,-1.836328,positive
130,32,9,0,0,1.111111,1.047041,0.833334,0.836659,59.48148,54.22222,70.88889,53.333332,-15.777778,34.22222,-18.444445,70.88889,0.249001,-2.042422,negative
229,147,9,0,0.111111,4.055555,14.062966,2.5,1.277778,27.296297,20.88889,38.666668,22.333334,-19.222221,34.11111,-14.888889,38.666668,0.457405,-2.174468,negative
108,75,9,0.111111,0,0.666667,0.471403,11.111111,10.014803,116.703705,105.888885,133,111.22222,-32.444443,48.88889,-16.444445,133,0.20299,-2.295488,negative
103,65,9,0,0,1.277778,1.083546,1.222221,0.91084,60.148148,53.77778,73.888885,52.77778,-19.11111,41.22222,-22.11111,73.888885,0.287045,-2.041901,negative
192,40,9,0,0,1.222221,0.207408,1.333332,0.488891,124.62963,114.44444,140.55556,118.888885,-30.555555,47.77778,-17.222221,140.55556,0.185749,-2.270219,negative
128,196,9,0,0,1.666667,1.244444,1.888889,3.851853,19.62963,15.666667,18.555555,24.666666,-11.888889,-3.222222,15.111111,24.666666,0.365297,2.437339,negative
42,56,9,0,0,1.055555,0.951851,1.333333,1.6,22.74074,21.11111,30.222221,16.88889,-4.888889,22.444445,-17.555555,30.222221,0.440708,-1.759414,positive
54,91,9,0,0,1.444444,1.540741,0.833333,0.255556,3.259259,0.555556,8,1.222222,-8.111111,14.222222,-6.111111,8,0.944811,-2.186723,negative
60,132,9,0,0,0.111111,0.02963,0.222222,0.02963,0.37037,0,1.111111,0,-1.111111,2.222222,-1.111111,1.111111,0.888889,-2.094395,negative
188,133,9,0,0,0.333333,0.266667,0.5,0.077778,6.666666,8.333334,7.777778,3.888889,5,3.333333,-8.333333,8.444445,0.53858,-0.924817,positive
55,93,9,0.111111,0,0.833333,0.3,1.388889,1.796296,3,0.555556,7.222222,1.222222,-7.333334,12.666667,-5.333334,7.222222,0.93567,-2.18361,negative
137,147,9,0.111111,0,1.555556,1.274076,2.055556,2.818517,27.222221,20.555555,38.666668,22.444445,-20,34.333332,-14.333333,38.666668,0.468165,-2.204575,negative
37,196,9,0,0,1.277778,0.998146,1.333333,0.816497,13.37037,11.555555,10.444445,18.11111,-5.444445,-8.777778,14.222222,18.11111,0.430243,1.956772,negative
229,195,9,0,0,4.166666,2.277915,4.111111,2.247634,47.703705,42.444443,58.88889,41.77778,-15.777778,33.555557,-17.777779,58.88889,0.290278,-2.052705,negative
38,94,9,0.111111,0,1.388891,1.041721,0.888888,0.779363,68.111115,61.11111,82.66667,60.555557,-21,43.666668,-22.666666,82.66667,0.267258,-2.068537,negative
219,132,9,0,0,1.444445,0.655462,1.111111,0.75031,35.22222,29.555555,45.666668,30.444445,-17,31.333334,-14.333333,45.666668,0.354746,-2.146969,negative
75,240,9,0,0,2.444444,1.951258,2.111111,1.360827,21.148148,17,17.88889,28.555555,-12.444445,-9.777778,22.222221,28.555555,0.417218,2.175522,negative
86,74,9,0.111111,0,1.333334,1.555556,0.666667,0.133333,22.407408,21.666666,28.88889,16.666668,-2.222222,19.444445,-17.222221,28.88889,0.422206,-1.646671,positive
18,138,9,0,0,0.888889,0.562963,0.833333,0.3,5.740741,7.333334,6.555555,3.333333,4.777778,2.444444,-7.222222,7.333334,0.543871,-0.862108,positive
78,99,9,0,0,1.611111,8.018518,3.055555,14.774076,4.148148,1.111111,9,2.333334,-9.111111,14.555555,-5.444445,9,0.9109,-2.255673,negative
239,93,9,0,0,3.444444,13.496301,1.055556,0.862962,14.407408,9.888889,22.88889,10.444445,-13.555555,25.444445,-11.888889,22.88889,0.577002,-2.137493,negative
186,130,9,0,0,0.5,0.122222,0.388889,0.151852,5.333334,6.888889,6.222222,2.888889,4.666666,2.666667,-7.333334,7,0.587963,-0.889024,positive
37,130,9,0,0,0.777778,0.962963,1.277778,0.951852,1.62963,1.111111,3,0.777778,-1.555556,4.111111,-2.555556,3,0.855556,-1.959823,negative
25,155,9,0,0,5.722223,99.75187,18,151.68887,14.333333,13,18.666668,11.333333,-4,13,-9,21.444445,0.646298,-1.797435,negative
174,113,9,0,0,2.499999,1.01111,1,0.933333,31.777779,24.444445,43.77778,27.11111,-22,36,-14,43.77778,0.441507,-2.238803,negative
97,63,9,0,0,0.722221,0.443052,0.333332,0.210818,108.92593,96.22222,126.111115,104.44444,-38.11111,51.555557,-13.444445,126.111115,0.23689,-2.382438,negative
173,113,9,0,0,0.5,0.3,1.333333,1.066667,133.11111,124.666664,145.66667,129,-25.333334,37.666668,-12.333333,145.66667,0.144134,-2.309551,negative
130,189,9,0.111111,0,2.499999,0.983193,2.111111,2.810036,58.62963,51.77778,73.333336,50.77778,-20.555555,44.11111,-23.555555,73.333336,0.307985,-2.048058,negative
168,184,9,0,0,4.666666,1.520233,5.833333,1.810463,48.25926,43.88889,58.666668,42.22222,-13.111111,31.222221,-18.11111,58.666668,0.278195,-1.986776,negative
219,80,9,0,0,1.277777,0.32963,0.666667,0.933332,39.703705,36.333336,48.22222,34.555557,-10.111111,25.555555,-15.444445,48.22222,0.282964,-1.962646,negative
51,141,9,0,0,0.555556,0.118518,0.222222,0.074074,0.703704,0.333333,1.777778,0,-1.111111,3.222222,-2.111111,1.777778,0.888889,-1.921217,negative
138,185,9,0,0,3.055555,2.977074,1.944444,2.154238,57.074074,50.11111,71.111115,50,-20.88889,42.11111,-21.222221,71.111115,0.298025,-2.088855,negative
14,117,9,0,0,0.333333,0.133333,0.555556,0.074074,5.777778,6.333334,7.555555,3.444444,1.666667,5.333334,-7,7.555555,0.543651,-1.353896,positive
107,226,9,0,0,1.555556,3.096296,3.555556,2.562962,7.851852,5.777778,6.555555,11.222222,-6.222222,-3.888889,10.111111,11.222222,0.526881,2.259398,negative
142,163,9,0,0,1.499999,0.877778,17.666666,3.244499,40.444443,35,48.555557,37.77778,-16.333334,24.333334,-8,48.555557,0.268978,-2.392741,negative
1,189,9,0,0,1.388888,0.462963,12.388889,84.59629,23.592592,21.11111,29.333334,20.333334,-7.444445,17.222221,-9.777778,29.333334,0.233097,-2.01975,negative
153,204,9,0.111111,0,2.388889,1.69203,3.333333,1.382429,19.407408,15.333333,16.88889,26,-12.222222,-7.555555,19.777779,26,0.420366,2.24441,negative
254,57,9,0,0,0.94444,0.77407,1.388891,1.040744,135.77777,129.44444,146.66667,131.22223,-19,32.666668,-13.666667,146.66667,0.118733,-2.187422,negative
94,224,9,0,0,1.388889,1.840741,0.944444,0.551852,13.444445,10,11.888889,18.444445,-10.333333,-4.666666,15,18.444445,0.457643,2.328108,negative
219,176,9,0,0.111111,2.111112,1.857917,5.111111,2.841493,60.296295,53.333332,75.66667,51.88889,-20.88889,46.11111,-25.222221,75.66667,0.314462,-2.030648,negative
41,75,9,0,0.111111,15.388889,19.136257,26.611113,31.71359,55,47.444443,65.44444,52.11111,-22.666666,31.333334,-8.666667,65.44444,0.297802,-2.356754,negative
163,166,9,0,0,1.777778,1.096297,2.444445,1.051852,16.962963,12.333333,16.333334,22.222221,-13.888889,-1.888889,15.777778,22.222221,0.446214,2.515826,negative
117,224,9,0,0,3.055556,2.559658,3.055556,3.021527,20.25926,15.444445,17.777779,27.555555,-14.444445,-7.444445,21.88889,27.555555,0.441516,2.304153,negative
252,176,9,0,0.111111,1.888889,1.148269,5.055555,2.855145,52.925926,46.333332,67,45.444443,-19.777779,42.22222,-22.444445,67,0.32042,-2.051636,negative
125,46,9,0.111111,0,0.611109,0.611616,2.166668,0.781735,124.55556,112.77778,141,119.888885,-35.333332,49.333332,-14,141,0.200124,-2.357688,negative
203,120,9,0,0,3.333333,3.911109,4.277778,9.262964,49.407406,44.88889,59.333332,44,-13.555555,29.777779,-16.222221,59.333332,0.263467,-2.035243,negative
219,126,9,0,0,0.388889,0.062963,14.055554,44.374123,36.185184,33.555557,43,32,-7.888889,20.444445,-12.555555,43,0.258409,-1.942179,negative
25,138,9,0.111111,0,1.277778,1.143419,0.722222,0.490653,5.185185,2,9.333334,4.222222,-9.555555,12.444445,-2.888889,9.333334,0.790011,-2.406809,negative
124,98,9,0,0,1,1.011051,1.222222,1.29386,21.518518,16.88889,30.444445,17.222223,-13.888889,26.777779,-12.888889,30.444445,0.448676,-2.118236,negative
247,108,9,0.111111,0,0.722222,0.611616,2.111111,1.951258,14.518518,11.333333,20.555555,11.666667,-9.555555,18.11111,-8.555555,20.555555,0.45603,-2.127161,negative
115,202,9,0.111111,0,1.611111,0.24074,2.388889,2.596295,15.148149,11.666667,14,19.777779,-10.444445,-3.444444,13.888889,19.777779,0.409932,2.401137,negative
104,191,9,0,0,3.222222,1.973905,3.777778,2.903384,63.074074,55.333332,79.22222,54.666668,-23.222221,48.444443,-25.222221,79.22222,0.311587,-2.065948,negative
229,102,9,0,0,0.888889,0.720082,7.944444,5.425934,42.77778,37,54.444443,36.88889,-17.333334,35,-17.666666,54.444443,0.318271,-2.088579,negative
239,137,9,0,0,1.777777,1.360828,3.444445,1.088663,40.851852,39.88889,45.333332,37.333336,-2.888889,13.444445,-10.555555,45.333332,0.176066,-1.75799,negative
80,87,9,0,0.111111,24.388891,572.9964,44.722225,1386.3292,67.44444,58.77778,79,64.55556,-26,34.666668,-8.666667,79,0.306281,-2.422127,negative
18,138,9,0,0,0.888889,0.562963,0.833333,0.3,5.740741,7.333334,6.555555,3.333333,4.777778,2.444444,-7.222222,7.333334,0.543871,-0.862108,positive
34,242,9,0,0,1.611111,1.638653,2.444445,1.108887,14.814815,11.333333,15.666667,17.444445,-10.444445,2.555556,7.888889,17.444445,0.353161,2.835614,negative
53,78,9,0.111111,0,1.222225,1.025599,2.666665,2.290076,106.85185,93.22222,125.666664,101.666664,-40.88889,56.444443,-15.555555,125.666664,0.258182,-2.368082,negative
231,198,9,0.111111,0,1,0.133333,1.111111,1.22963,15.814815,12.444445,14.222222,20.777779,-10.111111,-4.777778,14.888889,20.777779,0.400903,2.32489,negative
214,143,9,0,0,0.111111,0.172133,0.444444,0.172133,0.666667,0.222222,1.777778,0,-1.333333,3.333333,-2,1.777778,0.888889,-1.986938,negative
107,21,9,0,0,0.666662,0.516398,1.166667,0.408248,126.77778,115.77778,141.88889,122.666664,-33,45.333332,-12.333333,141.88889,0.184022,-2.370372,negative
183,139,9,0,0,0.166667,0.182574,0.222222,0.272166,1.37037,0.888889,3.222222,0,-1.444444,5.555555,-4.111111,3.222222,1,-1.803071,negative
252,76,9,0,0,1.722221,1.143419,0.555555,0.344266,42.296295,36,54.11111,36.77778,-18.88889,35.444443,-16.555555,54.11111,0.334876,-2.139002,negative
152,155,9,0,0,0.5,0.611111,10.777778,131.80739,7.296296,5.333334,11,5.555555,-5.888889,11.111111,-5.222222,11,0.5,-2.115567,negative
93,231,9,0,0,2.444444,2.42963,2.666667,3.155556,12.296296,8.777778,11.111111,17,-10.555555,-3.555556,14.111111,17,0.485216,2.391307,negative
35,167,9,0,0,1.611111,0.928959,1.5,1.130388,19.037037,16.777779,15.666667,24.666666,-6.777778,-10.111111,16.88889,24.666666,0.365503,1.971572,negative
197,123,9,0,0,0.944445,0.951854,2.999999,1.555556,44.814816,41.11111,53.77778,39.555557,-11.111111,26.88889,-15.777778,53.77778,0.263275,-1.978328,negative
139,115,9,0.111111,0,2.111111,0.958392,0.722221,0.646929,46.74074,42.444443,56.333332,41.444443,-12.888889,28.777779,-15.888889,56.333332,0.264115,-2.021125,negative
62,224,9,0,0,0.944445,1.083547,2.333334,1.632993,14.62963,13.222222,11.444445,19.222221,-4.222222,-9.555555,13.777778,19.222221,0.408965,1.860191,negative
215,84,9,0,0,0.333333,0.298143,0.388889,0.327731,17.11111,13,24.777779,13.555555,-12.333333,23,-10.666667,24.777779,0.475,-2.143897,negative
54,133,9,0,0,4.388889,1.705111,1.277777,1.218682,21.444445,19.88889,25.777779,18.666668,-4.666666,13,-8.333333,25.777779,0.270271,-1.90381,negative
103,237,9,0,0,1,0.444444,0.555555,0.474074,8,6.555555,5.666666,11.777778,-4.333334,-7,11.333333,11.777778,0.522999,1.946502,negative
219,80,9,0,0,1.277777,0.32963,0.666667,0.933332,39.703705,36.333336,48.22222,34.555557,-10.111111,25.555555,-15.444445,48.22222,0.282964,-1.962646,negative
63,13,9,0,0,0.611115,0.196294,1.166667,1.011112,132.25926,122.77778,145.44444,128.55556,-28.444445,39.555557,-11.111111,145.44444,0.155825,-2.360428,negative
227,109,9,0,0,1.166667,0.983192,0.388889,0.389682,21.851852,18.444445,28.777779,18.333334,-10.222222,20.777779,-10.555555,28.777779,0.367141,-2.082762,negative
245,129,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
23,113,9,0,0,0.611111,0.285185,0.666667,0.488889,1.407407,0.111111,3.444444,0.666667,-3.888889,6.111111,-2.222222,3.444444,0.981482,-2.237562,negative
94,215,9,0,0,3.111111,5.096295,1.611111,1.129629,17.185184,14.333333,14.333333,22.88889,-8.555555,-8.555555,17.11111,22.88889,0.404392,2.105197,negative
85,223,9,0.111111,0,1.777778,1.047042,1.944444,1.511683,14.740741,12.666667,11.555555,20,-6.222222,-9.555555,15.777778,20,0.423123,1.966536,negative
186,188,9,0,0,1.833332,1.260511,1.944443,1.254621,49.962963,45.11111,61.444443,43.333332,-14.555555,34.444443,-19.88889,61.444443,0.294774,-1.99344,negative
208,65,9,0,0,1.388887,1.23678,26.444445,25.537477,56.703705,52.666668,64.44444,53,-12.111111,23.222221,-11.111111,64.44444,0.19713,-1.970812,negative
10,172,9,0,0,4.277777,4.38896,6.666666,7.360555,44.77778,40.333336,54.666668,39.333336,-13.333333,29.666666,-16.333334,54.666668,0.278044,-2.052453,negative
36,21,9,0,0,0.999997,0.799994,1.333333,0.488889,129.85185,120.666664,142.55556,126.333336,-27.555555,38.11111,-10.555555,142.55556,0.153497,-2.364884,negative
112,120,9,0.111111,0,1.333333,1.032795,2.222222,1.708367,21.555555,17.555555,28.666666,18.444445,-12,21.333334,-9.333333,28.666666,0.38675,-2.177417,negative
71,180,9,0.111111,0,1.222222,0.562963,3,1.866665,22.333334,18.333334,21.444445,27.222221,-12,-2.666667,14.666667,27.222221,0.327383,2.453831,negative
167,135,9,0,0,0.611111,0.107407,0.611111,0.151852,31.185184,24,43.11111,26.444445,-21.555555,35.77778,-14.222222,43.11111,0.443136,-2.227801,negative
190,45,9,0,0,0.666667,0.666666,0.777779,0.54433,108.96296,95.888885,126.888885,104.111115,-39.22222,53.77778,-14.555555,126.888885,0.244289,-2.371807,negative
136,77,9,0.222222,0,1.888889,1.496295,3.055556,5.618516,26.407408,24.555555,34.444447,20.222221,-5.555555,24.11111,-18.555555,34.444447,0.413217,-1.768872,positive
3,78,9,0,0.111111,14.833332,356.16672,43.333332,662.35547,79.666664,70.77778,91.44444,76.77778,-26.666666,35.333332,-8.666667,91.44444,0.269733,-2.411645,negative
238,55,9,0,0,0.722224,0.490652,1,0.557774,113.666664,101,132.22223,107.77778,-38,55.666668,-17.666666,132.22223,0.235894,-2.319697,negative
57,117,9,0,0,0.444445,0.207407,0.388889,0.062963,6.333334,7.666666,7.444445,3.888889,4,3.333333,-7.333334,8,0.510362,-0.983947,positive
243,166,9,0,0,0.611111,0.329629,0.722222,0.32963,13.37037,11.222222,12.111111,16.777779,-6.444445,-3.777778,10.222222,16.777779,0.330513,2.264277,negative
56,243,9,0,0,2.222222,5.274073,2.555556,0.829629,6.481482,5.111111,4.888889,9.444445,-4.111111,-4.777778,8.888889,9.444445,0.525437,2.033629,negative
92,104,9,0,0,1.722223,1.436302,1.833335,1.378405,100.51852,87.22222,119.888885,94.44444,-39.88889,58.11111,-18.222221,119.888885,0.272403,-2.326201,negative
114,129,9,0.111111,0,2.055556,1.143417,0.777776,0.886107,62.407406,54.22222,78,55,-24.555555,46.77778,-22.222221,78,0.30598,-2.126989,negative
22,133,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
49,42,9,0,0,2.611111,0.928958,1.333334,0.894428,58.88889,50.666668,74.55556,51.444443,-24.666666,47,-22.333334,74.55556,0.322931,-2.125735,negative
2,98,9,0,0,2,0.666667,1.055555,0.551853,17.481482,18.333334,20.777779,13.333333,2.555556,9.888889,-12.444445,20.777779,0.356724,-1.360437,positive
195,99,9,0,0,3.055555,4.462964,2.777778,4.651851,6.740741,3.444444,11.555555,5.222222,-9.888889,14.444445,-4.555555,11.555555,0.711898,-2.318885,negative
224,124,9,0,0,1.555556,1.29386,1.888889,1.186342,43.51852,36.77778,56.333332,37.444443,-20.222221,38.444443,-18.222221,56.333332,0.348022,-2.127801,negative
116,211,9,0,0,1.722222,1.129629,1.611111,1.707407,13.740741,11.111111,12.333333,17.777779,-7.888889,-4.222222,12.111111,17.777779,0.375346,2.292041,negative
75,49,9,0,0,0.833336,0.388888,1.166668,0.700002,127.40741,117,143.11111,122.111115,-31.222221,47.11111,-15.888889,143.11111,0.182398,-2.297839,negative
217,145,9,0,0,0.555556,0.162963,0.722222,0.062963,5.296296,6.333334,6.555555,3,3.111111,3.777778,-6.888889,7,0.564153,-1.068968,positive
240,190,9,0,0,1.555555,0.750309,1.333333,1.095445,20.11111,15.888889,17.555555,26.88889,-12.666667,-7.666666,20.333334,26.88889,0.409309,2.252231,negative
10,223,9,0.111111,0,1.5,1.069787,3.555556,2.948949,15.037037,13.777778,12.888889,18.444445,-3.777778,-6.444445,10.222222,18.444445,0.330665,1.910945,negative
104,122,9,0,0,0.444445,0.02963,0.5,0.166667,6.407407,8.111112,7.222222,3.888889,5.111111,2.444444,-7.555555,8.111112,0.520062,-0.83212,positive
138,133,9,0,0,0.666667,0.444444,1.166667,0.211111,6.444445,7.777778,7.888889,3.666667,4,4.333334,-8.333333,8.222222,0.558201,-1.077659,positive
69,68,9,0,0,0.833332,0.862812,0.777777,0.583729,56.296295,49.22222,71,48.666668,-21.222221,44.11111,-22.88889,71,0.316026,-2.069541,negative
33,142,9,0,0,0.111111,0.02963,0.111111,0.02963,0.037037,0,0.111111,0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.094395,negative
35,135,9,0,0,0.222222,0.118519,0.222222,0.118519,0.222222,0,0.666667,0,-0.666667,1.333333,-0.666667,0.666667,0.333333,-2.094395,negative
44,233,9,0,0,2.222222,2.146487,2.111111,1.327766,14.481482,12.555555,11.333333,19.555555,-5.777778,-9.444445,15.222222,19.555555,0.422174,1.950405,negative
58,146,9,0.111111,0,3.5,7.055555,2.500001,4.655555,22.74074,18.11111,31.555555,18.555555,-13.888889,26.444445,-12.555555,31.555555,0.429825,-2.124871,negative
28,188,9,0,0,1.444444,1.496296,5.111111,19.007412,29.962963,26.88889,36.444443,26.555555,-9.222222,19.444445,-10.222222,36.444443,0.275863,-2.083566,negative
179,133,9,0,0,2.388889,2.379698,0.888889,0.750308,36.77778,32,46.333332,32,-14.333333,28.666666,-14.333333,46.333332,0.313397,-2.091572,negative
77,36,9,0,0,0.555556,0.172137,1.055556,0.64693,111.92593,98.22222,130.33334,107.22222,-41.11111,55.22222,-14.111111,130.33334,0.24634,-2.387384,negative
77,78,9,0,0,2.222223,2.34074,2,5.86667,24.592592,24,31.222221,18.555555,-1.777778,19.88889,-18.11111,31.222221,0.401965,-1.610448,positive
50,109,9,0,0,2.222222,1.229631,2,5.911112,5.666666,2.555556,9.666667,4.777778,-9.333333,12,-2.666667,9.666667,0.760734,-2.413992,negative
189,107,9,0,0,1,1.288892,1.055555,0.418522,133.66667,125.77778,145.22223,130,-23.666666,34.666668,-11,145.22223,0.13383,-2.317384,negative
123,104,9,0,0,2.277778,2.107407,4,2.000002,21.925926,20.555555,28.666666,16.555555,-4.111111,20.222221,-16.11111,28.666666,0.421395,-1.72879,positive
190,96,9,0,0,0.388889,0.196297,0.944445,0.418519,90.81481,76,115.666664,80.77778,-44.444443,74.55556,-30.11111,115.666664,0.342938,-2.219979,negative
7,154,9,0,0.111111,3.055555,3.832126,3.833333,2.178176,50.703705,44.555557,64,43.555557,-18.444445,39.88889,-21.444445,64,0.321345,-2.033077,negative
64,176,9,0,0,2.333333,0.918938,1.000001,0.918938,50.77778,46,62.333332,44,-14.333333,34.666668,-20.333334,62.333332,0.294056,-1.98088,negative
235,22,9,0,0,1.166667,0.388882,1,0.488884,137.62962,132.11111,147.88889,132.88889,-16.555555,30.777779,-14.222222,147.88889,0.109655,-2.146204,negative
150,113,9,0,0,0.5,0.255556,0.777778,0.207407,5.592593,7.111111,6.666666,3,4.555555,3.222222,-7.777778,7.111111,0.579365,-0.942558,positive
236,38,9,0.111111,0,1.333333,1.490712,2.944445,2.294114,14.444445,10.111111,22,11.222222,-13,22.666666,-9.666667,22,0.547232,-2.193098,negative
8,162,9,0.111111,0,1.611111,2.062962,0.333333,0.133333,8.37037,6.666666,12,6.444445,-5.111111,10.888889,-5.777778,12,0.484805,-2.044946,negative
5,210,9,0,0.111111,2.166667,1.669998,4.444444,2.613356,51.296295,45.444443,64.333336,44.11111,-17.555555,39.11111,-21.555555,64.333336,0.317566,-2.020895,negative
94,104,9,0,0,6.611111,1.420747,1.000001,0.516399,55.74074,48.88889,69.55556,48.77778,-20.555555,41.444443,-20.88889,69.55556,0.303071,-2.08549,negative
20,137,9,0,0,0.111111,0.02963,0.277778,0.018519,0.222222,0,0.666667,0,-0.666667,1.333333,-0.666667,0.666667,0.666667,-2.094395,negative
224,95,9,0,0,1.222222,0.474074,1.055556,0.72963,3.518518,0.888889,7.222222,2.444444,-7.888889,11.111111,-3.222222,7.222222,0.88955,-2.348987,negative
222,62,9,0,0,0.277778,0.250924,0.666667,0.557773,6.407407,4.111111,11.444445,3.666667,-6.888889,15.111111,-8.222222,11.444445,0.680808,-2.034152,negative
245,110,9,0,0,4.88889,3.442652,1.777778,1.809441,34.11111,29.11111,44.444443,28.777779,-15,31,-16,44.444443,0.353548,-2.068653,negative
